physicalCueKey,voiceId,path,exists,sha256,durationMs,manifestRegistered,verifyAudioCovered,generationMetadataPresent,fingerprintStatus,referencedByLogicalCueKeys,legacyReachability,v21Reachability,classification,notes
times-up-v21,marcus,assets/audio/voice/marcus/times-up-v21.mp3,true,9ab93874228039943241ca98f8be965a6a98f9381c9a4ef70dbc0e1fbe69c0f7,743,true,true,true,verified_by_verify_audio,times-up-v21,legacy_shared_or_current_manifest,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
times-up,marcus,assets/audio/voice/marcus/times-up.mp3,true,2cff694d2626514a68a387b846f486565550a1c99d184bc3fb22990e29b9f7a1,2229,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
tracking-loss-v21,marcus,assets/audio/voice/marcus/tracking-loss-v21.mp3,true,4794d7e802f59c6084aef66be8d2d4aaf074ec3388fd950637bf4bec8ea86b8d,2694,true,true,true,verified_by_verify_audio,tracking-loss-v21,legacy_shared_or_current_manifest,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
tracking-recovered-v21,marcus,assets/audio/voice/marcus/tracking-recovered-v21.mp3,true,d1ce6dcc563eda65fbbfabece0a3494e00e5383a568ec376e19d1191a2cb633a,2368,true,true,true,verified_by_verify_audio,tracking-recovered-v21,legacy_shared_or_current_manifest,active_v21_exact_reuse,physical_ready_exact_pair,Measured from current task-start physical corpus.
tracking_keep_full_body_in_view,marcus,assets/audio/voice/marcus/tracking_keep_full_body_in_view.mp3,true,c0cf2515f797688e2b865807ac9e7f5b2ce749d3001ab4541ae87c05118f75c5,3065,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
tracking_move_when_cued,marcus,assets/audio/voice/marcus/tracking_move_when_cued.mp3,true,fb90aa310f9282641f5add6cf33101d56cad10f7f862e7015397df438fe51380,2368,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
tracking_no_rush_or_exaggerate,marcus,assets/audio/voice/marcus/tracking_no_rush_or_exaggerate.mp3,true,66ea9d862bfde333c83872f8a67ebc7a64bc5ee275c94e76578e31f4bcdf75f0,3529,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
tracking_pause_and_reset,marcus,assets/audio/voice/marcus/tracking_pause_and_reset.mp3,true,b34aee4ec8497a83031cbbf9ce9a72ed319c641579d59ff63d21b6bb73499de1,4319,true,true,true,verified_by_verify_audio,,legacy_safety_or_setup,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
training-intro,marcus,assets/audio/voice/marcus/training-intro.mp3,true,afeabe0b197fe53f62c388b894cb8822cea996297315236e608be0276e1ded47,8220,true,false,false,baseline_audio_without_required_fingerprint_gate,training-intro-v21,legacy_shared_or_current_manifest,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
tug-intro,marcus,assets/audio/voice/marcus/tug-intro.mp3,true,6aa33c2ee798054ce51c029b5f74a7549e08f1f2277c6396c7ddd173f43191b1,6734,true,false,false,baseline_audio_without_required_fingerprint_gate,,conditional_legacy_tug,not_in_default_v21,conditional_legacy_only,Measured from current task-start physical corpus.
tug-setup,marcus,assets/audio/voice/marcus/tug-setup.mp3,true,40e7ef8cc42539c9a8d3a12113ee61d2f617a10e47117a4c62411893ab796d2f,9149,true,false,false,baseline_audio_without_required_fingerprint_gate,,conditional_legacy_tug,not_in_default_v21,conditional_legacy_only,Measured from current task-start physical corpus.
turn-on-light,marcus,assets/audio/voice/marcus/turn-on-light.mp3,true,1705ee39ff3dba3462e45b35bc85b2afec69d332cd3c40ed3eb9eb9a1aec4e59,2601,true,false,false,baseline_audio_without_required_fingerprint_gate,setup-light-v21,legacy_shared_or_current_manifest,candidate_not_reused,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
turn-side-on,marcus,assets/audio/voice/marcus/turn-side-on.mp3,true,c1029f6f74dd895d0aa6d6291f2469508b4d2d7acfe869428e62e33b1b213d04,3437,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
voice-preview,marcus,assets/audio/voice/marcus/voice-preview.mp3,true,f1c13abcd838a9c791eb7536fdba5680b41117f99e46bd67706899e995f7d64b,2972,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
you-completed,marcus,assets/audio/voice/marcus/you-completed.mp3,true,f02fdd933ab98cfe43c1a5887dabeb7ebec56f7ad8f2c45ca3fdec27b4f8bf98,1022,true,false,false,baseline_audio_without_required_fingerprint_gate,,legacy_shared_or_current_manifest,not_in_default_v21,legacy_only,Measured from current task-start physical corpus.
